@relation fuzzy
@attribute a numeric
@attribute b numeric
@attribute s numeric
@data
%input1,input2, output3
1.146882296	,	0.001037599	,	-2.620886144
1.410059779	,	0.000375968	,	-2.461450489
1.210081346	,	-0.000285683	,	-2.583321687
1.18943725	,	-2.95E-05	,	-2.59570943
1.168858736	,	-2.94E-05	,	-2.608208684
0.97437638	,	-0.000277832	,	-2.726483113
0.785267329	,	-0.000270156	,	-2.841342519
1.064667571	,	0.000399143	,	-2.671225019
1.508706909	,	0.000634342	,	-2.401370629
1.488348216	,	-2.91E-05	,	-2.414151835
1.307481891	,	-0.00025838	,	-2.524144921
1.132007133	,	-0.000250678	,	-2.630722911
0.961901823	,	-0.000243008	,	-2.73403955
1.257554821	,	0.000422361	,	-2.554051887
1.237385021	,	-2.88E-05	,	-2.566585741
0.756873394	,	-0.000686445	,	-2.858834195
0.597609795	,	-0.000227519	,	-2.955299708
0.901436161	,	0.000434038	,	-2.770348737
1.668325589	,	0.001095556	,	-2.304130376
1.584122896	,	-0.00012029	,	-2.35603269
1.043598862	,	-0.000772177	,	-2.684729555
0.903178123	,	-0.000200601	,	-2.769683038
0.883334575	,	-2.83E-05	,	-2.781634325
0.863553477	,	-2.83E-05	,	-2.793649234
0.728620315	,	-0.000192762	,	-2.875704042
0.599058629	,	-0.000185088	,	-2.95439471
0.927160062	,	0.000468716	,	-2.754702315
1.763836158	,	0.001195252	,	-2.246055815
2.148267925	,	0.000549188	,	-2.01295925
2.029550123	,	-0.000169597	,	-2.085511361
1.509618331	,	-0.00074276	,	-2.401654975
0.588472859	,	-0.001315922	,	-2.96149022
0.524796199	,	-9.10E-05	,	-2.999445988
1.31856953	,	0.001133962	,	-2.516544436
1.666880054	,	0.000497586	,	-2.305383178
1.159223552	,	-0.000725224	,	-2.614472139
0.655593103	,	-0.000719472	,	-2.920370662
1.046875411	,	0.000558975	,	-2.681931095
1.4395426	,	0.000560953	,	-2.443426605
1.353226819	,	-0.000123308	,	-2.496279776
1.272265452	,	-0.000115659	,	-2.545450845
1.253219611	,	-2.72E-05	,	-2.556966923
1.234238107	,	-2.71E-05	,	-2.568496161
1.158768829	,	-0.000107813	,	-2.61438358
1.088671871	,	-0.000100139	,	-2.656955647
1.023925313	,	-9.25E-05	,	-2.696277925
1.005092122	,	-2.69E-05	,	-2.707678414
0.986318596	,	-2.68E-05	,	-2.71908133
0.927050853	,	-8.47E-05	,	-2.755114455
0.873151586	,	-7.70E-05	,	-2.787848126
1.261799495	,	0.000555211	,	-2.551390109
1.243197153	,	-2.66E-05	,	-2.563054151
0.787462554	,	-0.000651049	,	-2.840233667
0.744402151	,	-6.15E-05	,	-2.866040883
0.706706257	,	-5.39E-05	,	-2.888932702
1.114425643	,	0.000582456	,	-2.64088677
1.523529144	,	0.000584434	,	-2.392399041
1.493960417	,	-4.22E-05	,	-2.410750795
1.039661788	,	-0.000648998	,	-2.687048189
0.589384377	,	-0.000643253	,	-2.960540547
1.001198561	,	0.000588306	,	-2.709656386
1.438915544	,	0.00062531	,	-2.443767048
1.473367189	,	4.92E-05	,	-2.423203132
1.076915454	,	-0.00056636	,	-2.664371744
1.108636571	,	4.53E-05	,	-2.644741475
1.57505852	,	0.000666317	,	-2.361049105
1.170528775	,	-0.0005779	,	-2.607518376
0.765712984	,	-0.000578308	,	-2.85E+00
0.807633983	,	5.99E-05	,	-2.827560014
1.275667295	,	0.000668619	,	-2.542895558
1.307227836	,	4.51E-05	,	-2.52E+00
0.480240299	,	-0.001181411	,	-3.027150616
0.512174157	,	4.56E-05	,	-3.007030125
1.403079707	,	0.001272722	,	-2.465126657
1.877520186	,	0.000677772	,	-2.177329078
1.492508924	,	-0.000550016	,	-2.411933018
0.668950455	,	-0.001176512	,	-2.912526699
0.704522804	,	5.08E-05	,	-2.890195053
1.599243814	,	0.001278173	,	-2.345975397
1.636185864	,	5.28E-05	,	-2.324305505
0.815442382	,	-0.001172491	,	-2.823546306
0.442534994	,	-0.000532725	,	-3.049670951
0.927553693	,	0.000692884	,	-2.754321731
1.416090232	,	0.000697909	,	-2.457585358
1.011536651	,	-0.000577934	,	-2.704089279
0.607943288	,	-0.000576562	,	-2.94922871
0.691916618	,	0.000119962	,	-2.897808256
1.186920142	,	0.000707148	,	-2.596775627
1.234641327	,	6.82E-05	,	-2.568192313
0.878685258	,	-0.000508509	,	-2.78474149
1.333202502	,	0.00064931	,	-2.507961262
1.788811528	,	0.00065087	,	-2.231226862
1.889738327	,	0.000144181	,	-2.170241611
1.540922504	,	-0.000498308	,	-2.38249627
0.742388031	,	-0.001140764	,	-2.867900238
0.799171241	,	8.11E-05	,	-2.832686831
1.7112508	,	0.001302971	,	-2.277928098
1.770393049	,	8.45E-05	,	-2.24E+00
0.976653721	,	-0.001133913	,	-2.725605064
0.642933911	,	-0.000476743	,	-2.927916824
1.163146167	,	0.00074316	,	-2.61E+00
1.687219954	,	0.000748677	,	-2.292871511
1.294980277	,	-0.000560342	,	-2.531916884
0.90399376	,	-0.000558552	,	-2.769398766
1.040529269	,	0.000195051	,	-2.686015161
1.182291487	,	0.000202517	,	-2.599904792
1.183631443	,	1.91E-06	,	-2.599217223
1.184920988	,	1.84E-06	,	-2.598434005
1.331828153	,	0.000209867	,	-2.509072348
1.483999166	,	0.000217387	,	-2.416639722
1.177416645	,	-0.000437975	,	-2.60325205
0.715788199	,	-0.000659469	,	-2.883773191
0.716833468	,	1.49E-06	,	-2.882748801
0.876873901	,	0.000228629	,	-2.785397414
1.042217105	,	0.000236205	,	-2.684964029
1.212842983	,	0.000243751	,	-2.581322009
0.922065668	,	-0.000415396	,	-2.758337542
0.922901026	,	1.19E-06	,	-2.75758434
1.390394217	,	0.000667847	,	-2.473211805
1.571541583	,	0.000258782	,	-2.363440935
1.288684403	,	-0.000404082	,	-2.535648572
0.541823764	,	-0.001066944	,	-2.989677943
0.638059126	,	0.000137479	,	-2.930509967
1.577370289	,	0.001341873	,	-2.359221165
1.676228869	,	0.000141227	,	-2.299928113
0.934671758	,	-0.001059367	,	-2.751060598
0.667720644	,	-0.000381359	,	-2.912805316
0.875352709	,	0.000296617	,	-2.786278443
1.347915653	,	0.00067509	,	-2.4990084
1.34854417	,	8.98E-07	,	-2.4990505
1.089546871	,	-0.000369996	,	-2.656583535
1.307797759	,	0.000311787	,	-2.523604187
1.056780618	,	-0.000358596	,	-2.676478859
1.057350645	,	8.14E-07	,	-2.675920393
1.532501428	,	0.000678787	,	-2.386890126
1.761385766	,	0.000326978	,	-2.248087887
1.518401009	,	-0.000347121	,	-2.396086187
0.803550454	,	-0.001021215	,	-2.830680191
0.568550643	,	-0.000335714	,	-2.973013792
1.167104156	,	0.000855076	,	-2.608718537
1.167641591	,	7.68E-07	,	-2.608930121
0.814476519	,	-0.000504522	,	-2.823739166
1.064652031	,	0.000357394	,	-2.671260776
1.320137818	,	0.00036498	,	-2.516075455
0.970953894	,	-0.000498834	,	-2.72869233
0.623110585	,	-0.000496919	,	-2.939969284
0.886581964	,	0.000376388	,	-2.779407485
1.155351755	,	0.000383957	,	-2.616153572
1.155858248	,	7.24E-07	,	-2.616087306
1.156375308	,	7.39E-07	,	-2.615773237
1.43047111	,	0.000391565	,	-2.449042972
1.227407832	,	-0.00029009	,	-2.572800268
1.028330084	,	-0.000284397	,	-2.693715768
1.654726974	,	0.000894853	,	-2.312515847
1.655229391	,	7.18E-07	,	-2.312771177
0.834283159	,	-0.00117278	,	-2.81210274
0.643244901	,	-0.000272912	,	-2.927607888
0.938659973	,	0.000422022	,	-2.747746815
1.239382451	,	0.000429604	,	-2.565085112
1.239866938	,	6.92E-07	,	-2.565060767
1.240370765	,	7.20E-07	,	-2.564754727
1.546444738	,	0.000437249	,	-2.378572636
1.37143218	,	-0.000250018	,	-2.485296872
0.715331363	,	-0.000937287	,	-2.884214358
0.548314803	,	-0.000238595	,	-2.985247777
1.194684793	,	0.000923386	,	-2.591923295
1.357277971	,	0.000232276	,	-2.49360017
0.711785922	,	-0.000922131	,	-2.886358904
0.877035484	,	0.000236071	,	-2.78529457
1.853001329	,	0.001394237	,	-2.191773366
2.020906561	,	0.000239865	,	-2.090510867
1.380796376	,	-0.000914443	,	-2.480002162
0.746026186	,	-0.000906815	,	-2.865552585
0.602952484	,	-0.000204391	,	-2.952040965
1.265209791	,	0.000946082	,	-2.549072789
1.265693558	,	6.91E-07	,	-2.549373777
0.952547156	,	-0.000447352	,	-2.739842103
1.306501546	,	0.000505649	,	-2.524269572
1.175418944	,	-0.000187261	,	-2.604317311
0.55929344	,	-0.000880179	,	-2.97895706
0.741842198	,	0.000260784	,	-2.867394641
1.723047072	,	0.001401721	,	-2.270701316
1.908248286	,	0.000264573	,	-2.158923462
1.297485364	,	-0.000872518	,	-2.530579892
0.69205954	,	-0.000864894	,	-2.89830685
0.580959247	,	-0.000158715	,	-2.965372668
1.263149247	,	0.000974557	,	-2.550306427
1.263630262	,	6.87E-07	,	-2.550627018
0.965152693	,	-0.000426397	,	-2.732173202
1.35371141	,	0.000555084	,	-2.495563546
1.25460224	,	-0.000141585	,	-2.556194731
0.66782085	,	-0.000838259	,	-2.913013574
0.8676655	,	0.000285492	,	-2.790954636
1.854113732	,	0.001409212	,	-2.191088336
2.056613702	,	0.000289286	,	-2.068791675
1.475210485	,	-0.000830576	,	-2.422606058
0.899149266	,	-0.000822945	,	-2.772497236
0.820023087	,	-0.000113037	,	-2.820139406
1.313444521	,	0.000704888	,	-2.519927156
1.313940422	,	7.08E-07	,	-2.520068804
1.238845738	,	-0.000107278	,	-2.565744885
1.662018622	,	0.000604533	,	-2.308268944
1.594934131	,	-9.58E-05	,	-2.349451506
1.037595998	,	-0.000796197	,	-2.688389835
1.038072739	,	6.81E-07	,	-2.687629803
1.532800077	,	0.000706753	,	-2.386691178
1.473744058	,	-8.44E-05	,	-2.423055066
0.92448026	,	-0.000784663	,	-2.757088777
0.873443037	,	-7.29E-05	,	-2.787668688
1.320609157	,	0.000638809	,	-2.515616968
1.051534743	,	-0.000384392	,	-2.679680406
0.78379584	,	-0.000382484	,	-2.842302505
1.238930005	,	0.000650192	,	-2.565221098
0.97383453	,	-0.000378708	,	-2.726871759
0.710077617	,	-0.000376796	,	-2.887075221
1.17318909	,	0.000661588	,	-2.605144449
0.912071419	,	-0.000373025	,	-2.764383002
0.652294885	,	-0.000371109	,	-2.922168806
1.123391455	,	0.000672995	,	-2.635383959
1.104210027	,	-2.74E-05	,	-2.647474879
0.610435851	,	-0.000705392	,	-2.947790598
0.610941666	,	7.23E-07	,	-2.947067567
1.090056617	,	0.00068445	,	-2.65562406
1.574490869	,	0.000692049	,	-2.36137775
1.56731921	,	-1.02E-05	,	-2.366174005
0.822591386	,	-0.001063897	,	-2.819140034
0.574792307	,	-0.000353999	,	-2.969233401
1.069873338	,	0.000707259	,	-2.667868847
1.570248868	,	0.000714822	,	-2.363940021
1.570721312	,	6.75E-07	,	-2.364101089
1.075637459	,	-0.000707263	,	-2.665231191
1.084454208	,	1.26E-05	,	-2.659450367
1.592838113	,	0.000726263	,	-2.350212319
1.609650606	,	2.40E-05	,	-2.340440945
0.876965668	,	-0.001046693	,	-2.786103363
0.641177631	,	-0.00033684	,	-2.928901187
1.160212655	,	0.000741479	,	-2.612975919
1.188993433	,	4.11E-05	,	-2.595935689
0.695237154	,	-0.000705366	,	-2.896282808
0.695743256	,	7.23E-07	,	-2.895559403
1.222807023	,	0.000752948	,	-2.574949395
1.259629593	,	5.26E-05	,	-2.553024342
0.806204955	,	-0.000647749	,	-2.828847703
0.851013785	,	6.40E-05	,	-2.801208697
1.345737065	,	0.000706748	,	-2.500311754
1.34623035	,	7.05E-07	,	-2.500456027
0.900827882	,	-0.000636289	,	-2.771367556
0.953682063	,	7.55E-05	,	-2.738841161
1.504767255	,	0.000787265	,	-2.403667548
1.56559367	,	8.69E-05	,	-2.367161506
0.856893304	,	-0.001012429	,	-2.79827496
0.857380932	,	6.97E-07	,	-2.79738131
1.631385677	,	0.001105721	,	-2.326560923
1.70022289	,	9.83E-05	,	-2.285381129
1.278848372	,	-0.000601964	,	-2.541739916
0.862795544	,	-0.000594361	,	-2.794443441
0.863276142	,	6.87E-07	,	-2.79E+00
1.356651387	,	0.000704822	,	-2.493683693
1.437514714	,	0.000115519	,	-2.44493813
1.029520989	,	-0.000582848	,	-2.693168599
0.626856794	,	-0.000575235	,	-2.937739975
0.719728206	,	0.000132673	,	-2.880907584
1.505718526	,	0.001122843	,	-2.402879095
1.801478897	,	0.000422515	,	-2.223675746
1.409429148	,	-0.000560071	,	-2.462401144
0.724773327	,	-0.00097808	,	-2.878503413
0.725267676	,	7.06E-07	,	-2.877626394
1.515236909	,	0.001128527	,	-2.397094161
1.624072966	,	0.00015548	,	-2.331598429
1.245385733	,	-0.000540982	,	-2.562028878
0.87201997	,	-0.00053338	,	-2.788804615
1.177094356	,	0.000435821	,	-2.602914589
1.483494427	,	0.000437714	,	-2.416807959
1.118092742	,	-0.000522002	,	-2.6393347
1.118564916	,	6.75E-07	,	-2.638739165
1.119063538	,	7.12E-07	,	-2.63843628
0.759047427	,	-0.000514309	,	-2.857412254
0.891900809	,	0.000189791	,	-2.776294671
1.517599704	,	0.000893856	,	-2.395806322
1.658426593	,	0.000201181	,	-2.310703551
0.99780722	,	-0.000943742	,	-2.71E+00
0.827366115	,	-0.000243487	,	-2.815756194
1.463672336	,	0.000909009	,	-2.428551797
1.295876117	,	-0.000239709	,	-2.531183174
0.643226636	,	-0.000932356	,	-2.928007349
0.799991206	,	0.000223949	,	-2.832098523
1.286664033	,	0.000695247	,	-2.54E+00
1.287160571	,	7.09E-07	,	-2.536334784
0.961768354	,	-0.000464846	,	-2.73425152
0.641717338	,	-0.000457216	,	-2.928644264
0.810535277	,	0.000241168	,	-2.825683228
1.468201994	,	0.000939524	,	-2.425781362
1.31372425	,	-0.000220682	,	-2.52033105
0.67703074	,	-0.000909562	,	-2.907461551
0.857787668	,	0.000258224	,	-2.796971601
1.341817588	,	0.000691471	,	-2.502702018
1.342311996	,	7.06E-07	,	-2.50283602
1.043551123	,	-0.000426801	,	-2.684554653
0.750130681	,	-0.000419172	,	-2.862772169
0.942925728	,	0.000275421	,	-2.745248344
1.621912805	,	0.000969982	,	-2.332399764
1.480752527	,	-0.000201658	,	-2.42E+00
0.519460682	,	-0.001373274	,	-3.003441379
0.380988821	,	-0.000197817	,	-3.086856823
1.065339848	,	0.000977644	,	-2.670452007
1.27409562	,	0.000298223	,	-2.54408321
1.007246942	,	-0.000381212	,	-2.70657871
1.007724887	,	6.83E-07	,	-2.706062972
1.008217387	,	7.04E-07	,	-2.705763817
0.746717099	,	-0.000373572	,	-2.864818689
0.967480899	,	0.000315377	,	-2.730308457
1.192226814	,	0.000321066	,	-2.593795483
0.59141563	,	-0.000858302	,	-2.959433384
0.591911738	,	7.09E-07	,	-2.958626281
1.421973328	,	0.001185802	,	-2.453705494
1.654740884	,	0.000332525	,	-2.312859898
1.414566995	,	-0.000343106	,	-2.459152067
1.179715342	,	-0.000335502	,	-2.601795288
0.70592046	,	-0.00067685	,	-2.889777035
0.706423606	,	7.19E-07	,	-2.89E+00
0.951211655	,	0.000349697	,	-2.740168644
0.727050755	,	-0.00032023	,	-2.876732494
0.979841415	,	0.00036113	,	-2.722771884
1.709559106	,	0.001042454	,	-2.279118835
1.603026927	,	-0.000152189	,	-2.344569358
0.660266889	,	-0.0013468	,	-2.92E+00
0.556415172	,	-0.00014836	,	-2.980274537
1.280659953	,	0.001034635	,	-2.539632798
1.52779919	,	0.000353056	,	-2.389950663
0.937395389	,	-0.000843434	,	-2.749278887
0.818654803	,	-0.000169629	,	-2.82100386
1.542837132	,	0.001034546	,	-2.38E+00
1.42684774	,	-0.000165699	,	-2.451587825
0.470690295	,	-0.001365939	,	-3.033059772
0.357460818	,	-0.000161756	,	-3.101126426
1.087168927	,	0.00104244	,	-2.657152397
1.354604224	,	0.00038205	,	-2.495130034
1.159755131	,	-0.000278356	,	-2.61E+00
1.139057823	,	-2.96E-05	,	-2.626309742
1.11842532	,	-2.95E-05	,	-2.638841789
0.929070119	,	-0.000270507	,	-2.753997598
0.745087651	,	-0.000262832	,	-2.865743148
1.028740304	,	0.000405218	,	-2.693043188
1.471852729	,	0.000633018	,	-2.42E+00
1.451440095	,	-2.92E-05	,	-2.436569729
1.275698011	,	-0.00025106	,	-2.543445972
1.105347035	,	-0.000243359	,	-2.646911806
0.940365064	,	-0.000235689	,	-2.747116559
1.240263436	,	0.000428426	,	-2.564550748
1.680878129	,	0.00062945	,	-2.30E+00
1.660716223	,	-2.88E-05	,	-2.309456014
1.503962179	,	-0.000223934	,	-2.40478333
1.35259595	,	-0.000216237	,	-2.496717929
1.206595486	,	-0.000208572	,	-2.585393412
0.729826066	,	-0.000681099	,	-2.875259423
0.709855716	,	-2.85E-05	,	-2.89E+00
1.026090737	,	0.000451764	,	-2.694623166
0.890971778	,	-0.000193027	,	-2.777092649
0.761214019	,	-0.000185368	,	-2.855902415
1.14181423	,	0.000543715	,	-2.624275547
1.523795355	,	0.000545687	,	-2.392261665
1.402155138	,	-0.000173772	,	-2.47E+00
0.881520909	,	-0.000743763	,	-2.783157881
0.861866505	,	-2.81E-05	,	-2.794673788
1.246629708	,	0.000549662	,	-2.560607622
1.135845575	,	-0.000158263	,	-2.62833687
1.030429416	,	-0.000150595	,	-2.692361657
1.378942571	,	0.000497876	,	-2.480274274
1.359528448	,	-2.77E-05	,	-2.492395662
0.891599355	,	-0.00066847	,	-2.776991888
0.797020903	,	-0.000135112	,	-2.834123849
0.707806527	,	-0.000127449	,	-2.888307763
1.100756952	,	0.000561358	,	-2.64920233
1.495091089	,	0.000563334	,	-2.409685355
1.414002728	,	-0.000115841	,	-2.459360328
0.922127604	,	-0.000702679	,	-2.7584694
0.876050412	,	-6.58E-05	,	-2.79E+00
1.691891132	,	0.001165487	,	-2.289773088
1.6486011	,	-6.18E-05	,	-2.31683427
0.746224798	,	-0.001289109	,	-2.865657236
0.266619474	,	-0.00068515	,	-3.156610595
0.647465884	,	0.000544066	,	-2.924539025
1.471342841	,	0.001176967	,	-2.423724537
1.436241594	,	-5.01E-05	,	-2.445813658
0.542199759	,	-0.001277203	,	-2.989573318
0.509814012	,	-4.63E-05	,	-3.008519802
1.339053606	,	0.001184628	,	-2.504070769
1.736037603	,	0.00056712	,	-2.263333797
1.27290627	,	-0.000661616	,	-2.55E+00
0.813799741	,	-0.000655866	,	-2.824239461
1.223127929	,	0.000584755	,	-2.574860347
1.633840066	,	0.000586732	,	-2.325395551
1.609406959	,	-3.49E-05	,	-2.340624675
1.158591436	,	-0.000644022	,	-2.61480811
0.736394894	,	-0.000603138	,	-2.87E+00
1.197801897	,	0.000659153	,	-2.590196353
1.65829044	,	0.000657841	,	-2.310499998
1.693603209	,	5.04E-05	,	-2.289431905
1.29671119	,	-0.000566989	,	-2.530869467
0.467773297	,	-0.001184197	,	-3.034724612
0.498126836	,	4.34E-05	,	-3.015563842
1.387858749	,	0.001271046	,	-2.474372746
1.856189012	,	0.000669043	,	-2.190290926
1.46374375	,	-0.000560636	,	-2.429411104
0.619015651	,	-0.001206754	,	-2.942874506
0.212730969	,	-0.000580407	,	-3.189280611
0.261889558	,	7.02E-05	,	-3.16E+00
0.732691379	,	0.000672574	,	-2.872692396
1.206612853	,	0.000677031	,	-2.584833393
1.266457878	,	8.55E-05	,	-2.548856177
1.275727979	,	1.32E-05	,	-2.543271012
1.284335413	,	1.23E-05	,	-2.538043485
1.347486112	,	9.02E-05	,	-2.499637008
1.415380801	,	9.70E-05	,	-2.45839381
1.041994333	,	-0.000533409	,	-2.685563176
0.603635452	,	-0.000626227	,	-2.95E+00
0.609588403	,	8.50E-06	,	-2.947884607
0.683642669	,	0.000105792	,	-2.902842781
0.762653385	,	0.000112872	,	-2.854847545
0.846627761	,	0.000119963	,	-2.803837406
1.342034338	,	0.000707724	,	-2.502560147
1.346166371	,	5.90E-06	,	-2.50049162
0.943576276	,	-0.000575129	,	-2.745366356
1.03702615	,	0.0001335	,	-2.688181749
1.135551778	,	0.000140751	,	-2.628333167
1.138669741	,	4.45E-06	,	-2.62652519
1.141609393	,	4.20E-06	,	-2.624739817
1.244896368	,	0.000147553	,	-2.56E+00
1.353340787	,	0.000154921	,	-2.496040226
1.466933405	,	0.000162275	,	-2.427039988
1.070836693	,	-0.000565852	,	-2.668063648
0.675942272	,	-0.000564135	,	-2.907919206
0.79710619	,	0.000173091	,	-2.833883009
1.317807212	,	0.000743859	,	-2.517252785
1.319579419	,	2.53E-06	,	-2.516642552
0.926922908	,	-0.000560938	,	-2.755473143
1.058328249	,	0.000187722	,	-2.675208769
1.194965022	,	0.000195195	,	-2.59221156
0.806062468	,	-0.000555575	,	-2.82887991
0.418433579	,	-0.000553756	,	-3.064322382
0.562856494	,	0.000206318	,	-2.976144096
1.098857908	,	0.000765716	,	-2.650227013
1.638767281	,	0.000771299	,	-2.322287081
1.253557188	,	-0.0005503	,	-2.557071091
0.869639101	,	-0.000548454	,	-2.790259632
1.029723246	,	0.000228692	,	-2.692557472
1.195066126	,	0.000236204	,	-2.592124331
1.195997626	,	1.33E-06	,	-2.591706419
1.196905559	,	1.30E-06	,	-2.591154965
1.367473645	,	0.000243669	,	-2.48740021
1.543327087	,	0.000251219	,	-2.380583015
1.256033334	,	-0.00041042	,	-2.555484407
0.789718032	,	-0.000666165	,	-2.838872614
0.79050569	,	1.13E-06	,	-2.838000807
0.974295986	,	0.000262558	,	-2.726202336
1.16340117	,	0.00027015	,	-2.611336081
1.357799629	,	0.000277712	,	-2.493254755
0.986916155	,	-0.000529834	,	-2.719015236
0.617358866	,	-0.000527939	,	-2.943481112
0.819700236	,	0.000289059	,	-2.82008622
1.394903225	,	0.000821719	,	-2.470376374
1.39553368	,	9.01E-07	,	-2.470509249
1.028604605	,	-0.000524184	,	-2.693690575
1.241559067	,	0.000304221	,	-2.563841956
1.459818694	,	0.000311799	,	-2.431267525
1.208361837	,	-0.000359224	,	-2.584409568
0.735254759	,	-0.000675867	,	-2.871958986
0.735853171	,	8.55E-07	,	-2.87119671
0.962112886	,	0.000323228	,	-2.733564003
1.193699129	,	0.000330837	,	-2.592895055
1.430588903	,	0.000338414	,	-2.449004815
1.074297632	,	-0.000508988	,	-2.665927916
0.719341002	,	-0.000507081	,	-2.881525453
0.964198411	,	0.000349796	,	-2.732280503
1.567188408	,	0.000861414	,	-2.36570695
1.56772012	,	7.60E-07	,	-2.365923949
0.737803946	,	-0.001185595	,	-2.870710992
0.514362977	,	-0.000319201	,	-3.005917393
0.772567999	,	0.000368864	,	-2.848663633
1.036084206	,	0.000376452	,	-2.688600687
1.516888894	,	0.000686864	,	-2.396367987
1.517412267	,	7.48E-07	,	-2.396480755
1.305975007	,	-0.000302053	,	-2.52508602
1.580153156	,	0.000391683	,	-2.358126942
1.376729517	,	-0.000290605	,	-2.482103304
0.695705879	,	-0.000972891	,	-2.896155711
0.838360686	,	0.000203793	,	-2.808805832
1.804667579	,	0.001380438	,	-2.221139336
1.949975768	,	0.000207583	,	-2.133614038
1.274329748	,	-0.000965209	,	-2.54469925
1.086882265	,	-0.000267782	,	-2.658141644
1.387600015	,	0.000429597	,	-2.475058711
1.388088675	,	6.98E-07	,	-2.475031445
0.904426666	,	-0.000690946	,	-2.769213917
0.725004025	,	-0.000256318	,	-2.877938009
1.033761685	,	0.000441082	,	-2.689970617
1.347831163	,	0.000448671	,	-2.499202067
1.020936945	,	-0.000466992	,	-2.698314108
0.695384014	,	-0.000465076	,	-2.896052047
1.017440328	,	0.00046008	,	-2.699872123
1.34479334	,	0.000467647	,	-2.50103529
1.345275326	,	6.89E-07	,	-2.501036115
0.858957957	,	-0.000694739	,	-2.796833562
0.703520079	,	-0.000222054	,	-2.89096707
1.038908717	,	0.000479127	,	-2.686820355
1.379607068	,	0.000486712	,	-2.479877679
1.063377069	,	-0.000451757	,	-2.672527214
0.748485971	,	-0.000449844	,	-2.863789233
1.097163608	,	0.000498111	,	-2.651424759
1.451134497	,	0.000505673	,	-2.43642049
1.451612702	,	6.83E-07	,	-2.436447201
0.962652793	,	-0.000698514	,	-2.733852199
0.831186793	,	-0.000187809	,	-2.813402703
1.193178194	,	0.000517131	,	-2.593094175
1.560474245	,	0.000524709	,	-2.37E+00
1.254920053	,	-0.000436506	,	-2.556176028
0.461263947	,	-0.001133794	,	-3.038648688
0.345785368	,	-0.000164969	,	-3.108219932
1.024471637	,	0.000969552	,	-2.695280067
1.707129866	,	0.000975226	,	-2.280636452
1.599607037	,	-0.000153604	,	-2.346647423
0.809938309	,	-0.001128098	,	-2.826863266
0.513710534	,	-0.000423183	,	-3.006374873
0.904954381	,	0.00055892	,	-2.76813295
1.301497677	,	0.00056649	,	-2.527270621
1.301972985	,	6.79E-07	,	-2.527337799
0.810369596	,	-0.000702291	,	-2.826350279
0.718845487	,	-0.000130749	,	-2.88160469
1.123428132	,	0.000577975	,	-2.635421548
1.533318353	,	0.000585557	,	-2.386452442
1.246407375	,	-0.000409873	,	-2.56133084
0.468743124	,	-0.001110949	,	-3.034092455
0.393211021	,	-0.000107903	,	-3.079380241
1.095847048	,	0.001003766	,	-2.651905765
1.802455051	,	0.00100944	,	-2.222715436
1.73488567	,	-9.65E-05	,	-2.264445932
0.961225569	,	-0.001105229	,	-2.734959077
0.683651106	,	-0.000396535	,	-2.903138175
1.117489313	,	0.000619769	,	-2.63900241
1.556623291	,	0.000627334	,	-2.37227098
1.557095805	,	6.75E-07	,	-2.372377171
1.062871441	,	-0.000706035	,	-2.672984465
1.011311701	,	-7.37E-05	,	-2.703928262
1.458467486	,	0.000638794	,	-2.431882878
1.414908467	,	-6.22E-05	,	-2.458778463
0.880634464	,	-0.000763249	,	-2.783707794
0.881114768	,	6.86E-07	,	-2.782965475
1.376308901	,	0.00070742	,	-2.481742244
1.340770057	,	-5.08E-05	,	-2.503803059
0.814551003	,	-0.000751742	,	-2.823839672
0.787028298	,	-3.93E-05	,	-2.840136849
1.258179982	,	0.000673074	,	-2.553514413
1.258652655	,	6.75E-07	,	-2.553650405
0.764456505	,	-0.000705994	,	-2.854239783
0.744962609	,	-2.78E-05	,	-2.865680624
1.224174975	,	0.000684589	,	-2.57416154
1.212679508	,	-1.64E-05	,	-2.58158445
0.710470212	,	-0.000717442	,	-2.88703746
0.955640563	,	0.000350243	,	-2.737478207
1.698156938	,	0.001060738	,	-2.286032941
1.698605458	,	6.41E-07	,	-2.286424767
0.957049446	,	-0.001059366	,	-2.737468559
0.712839865	,	-0.000348871	,	-2.885380993
1.215941232	,	0.000718716	,	-2.579141168
0.974373359	,	-0.000345097	,	-2.726524643
0.734143335	,	-0.000343186	,	-2.872438023
1.245219418	,	0.000730109	,	-2.561350665
1.007633418	,	-0.000339409	,	-2.706319293
0.77138537	,	-0.000337497	,	-2.849814045
1.290436328	,	0.000741501	,	-2.533879117
1.056835608	,	-0.000333715	,	-2.676430768
0.824572479	,	-0.000331804	,	-2.817505105
1.351597048	,	0.000752892	,	-2.496723438
1.387905856	,	5.19E-05	,	-2.475110329
0.893698478	,	-0.000706011	,	-2.775739037
0.894195839	,	7.11E-07	,	-2.775020067
1.429210694	,	0.000764307	,	-2.449574383
1.473547593	,	6.33E-05	,	-2.423084688
1.027206887	,	-0.00063763	,	-2.694606508
1.079516116	,	7.47E-05	,	-2.662410582
1.574648455	,	0.000707332	,	-2.361272446
1.575140532	,	7.03E-07	,	-2.361416854
1.136834523	,	-0.000626151	,	-2.628012569
0.703870213	,	-0.00061852	,	-2.890987978
0.768218118	,	9.19E-05	,	-2.851480793
1.329858019	,	0.000802343	,	-2.509896449
1.330332023	,	6.77E-07	,	-2.510112628
